,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907
ENSMUSG00000087193,2.538329877,2.459644245,2.417662641,2.442280606,2.406398799,2.553863616,1.748388067,2.478999132,2.520528073,1.360739164,0.071907034,0.418317867,1.160624573,0,1.227660504,1.119931885,1.473767164,1.406591271,1.117655692,1.955629071,2.090173373,0,1.575075792,1.732483826,0.759215943,0,0.055594278,0.239878569,1.206920278,8.95E-11,0.082963717,0,1.743740178,0.078959699,1.178335098,1.45E-14,1.670644701,0,0.964652722,0,0,1.066638952,1.885369137,1.629222996,1.384104201,0.071060119,0.148639975,1.299280613,0
ENSMUSG00000032623,2.470632433,2.458340161,2.274571156,2.450996929,2.560320383,2.643553342,0.937387484,2.537467741,2.74858414,1.789960554,1.805914566,1.384987455,1.607554739,1.612432042,1.241942245,1.873550769,1.678816911,1.640307486,1.617099987,1.78913632,0.351080909,1.919539873,1.831776381,1.933036562,1.357879604,1.306414304,1.682155008,1.911757746,1.568258061,0,0,0,1.144000997,0.036440807,0.510999173,0,1.131532053,0,0.045349192,0,0,0.037961227,0.223767647,0.642370528,1.331935195,0.08566476,0.036112265,1.491319663,0
ENSMUSG00000093678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504773879,0,0,0,0,0,0,0,0,0,0,1.680642766,1.727092091,0.927899818,1.994832983,2.009446646,1.865926755,2.189529615,1.895055506,2.276611139,1.919665823,1.890282939,1.604372954,0.314770709,1.859530967,1.831628575,2.101482431,1.900520607,2.101138498,1.771977509,0.554559417,1.169968174,1.660415779
ENSMUSG00000031767,2.368309204,2.378257959,2.328106299,2.35337182,2.441498756,2.476827283,1.956490669,2.376074856,2.539723292,1.650164678,1.407927704,0.589715086,1.313584626,1.241033192,1.105898322,0.935034424,1.198324367,0.325860335,0.857392811,1.112735672,1.792181496,0.061110036,1.822604117,0.391215719,0,1.967233842,1.557929261,0.394695028,1.404751637,1.030959394,1.284593141,0,0,0,0,0,0,0,0.513650347,0,0.098217528,0,0,0,0,0.108232411,0,0,1.404503596
ENSMUSG00000077714,1.541458174,0,0,1.068185862,0,1.503244408,1.915829695,1.637517748,0,0.808902052,0,0,1.616481816,1.46168907,0,1.059930539,1.782307045,1.823542694,0,1.211294118,0,0,0,0,0,0,0,0,0,1.661915806,2.348738941,2.210024074,0,1.927642867,1.581138081,1.878545922,2.111598525,0.81258183,2.052436135,0,0,2.252695298,0,0,0,0,2.096996863,0,2.145532023
ENSMUSG00000088990,1.854472439,1.410492108,2.403702052,2.15448788,2.106228306,2.127988692,0,2.264638403,2.133059643,0,2.131544886,1.844980765,0,2.473886775,2.051789021,2.667308164,2.551526847,2.284906505,1.744472924,1.475662473,2.025203425,1.792170283,1.820577773,0,2.431516545,1.615970031,1.66746883,2.040293715,1.912253418,2.335656447,2.430819751,2.525977214,2.81670982,2.493647621,2.515427403,2.866920298,2.574401708,2.824006012,2.840795899,2.737656915,2.746240198,2.72316495,0,0,0,3.10934227,1.548330443,2.970144096,2.817104389
ENSMUSG00000029451,2.21855651,2.252673453,2.096798819,2.259178018,2.279753612,2.289008912,2.054026706,2.287024229,2.428057003,1.153250677,1.545946333,1.3730408,1.341644202,1.514807986,1.343355412,1.680003546,1.714064742,1.438853916,1.260860514,1.640930406,1.969421038,1.541586732,1.879911495,1.893917592,1.738397608,1.269064409,0.068321697,1.367402517,1.734055373,0,0,0,1.12145807,0,0,0,0,0,0,0,0,0,0,0,1.094652775,0,0,0,0
ENSMUSG00000026360,2.416365867,2.418034334,2.251080701,2.429744208,2.453358098,2.543271936,1.737488435,2.4749487,2.647459258,1.053535557,0.018872061,1.128499429,0.25129649,0.153015026,0.130862321,0.731772435,0.968103125,0.683658404,0.649913856,1.248488226,0.928346172,0.083475028,1.445286538,1.24188253,0.932916458,0.023288272,1.046323442,0,0,0,0,0,0.650849324,0,0,0,0,0,0,0,0,0,0,0,0.162667442,0,0,0.962392068,0
ENSMUSG00000070313,2.171038642,2.128854651,2.094285911,2.121540148,2.227789042,2.305484647,0.228736217,2.232609899,2.316175905,1.259574768,0,1.515551976,1.149382327,0.124252444,0,1.401395371,1.582171355,0,0,1.818547205,0,0,0,1.459617117,1.764890896,1.837925391,1.373682376,0,0,0,0,0,0,0,0,0,0,0,1.093278064,0,0,0,0,0,0,0,0,0,0.876516893
ENSMUSG00000032191,2.752049985,2.741532917,2.522927818,2.733633748,2.847827362,2.962443212,2.325353491,2.839794069,3.129057966,2.158902009,2.147432062,1.970678283,1.926266284,1.840218419,1.935986136,2.29646335,2.300247561,2.030891043,2.075528713,2.559400251,2.436544277,2.159834785,2.21068496,2.322244111,2.13554289,2.172547473,1.909183082,2.206742246,2.156294678,1.127726626,0.083222675,1.064648887,0.173481721,1.253015558,0.8622298,0.861705228,0.081109569,1.291242274,0.887838891,1.80304721,1.669843852,0.888391252,0,0,0,0,1.178752552,1.036404505,1.209193196
ENSMUSG00000017176,0,0,0,0,0,0,0,0,0,1.664615654,1.602729374,0.961243543,1.988638318,1.658221334,1.511076829,0.27102939,0.273528822,0.519101813,1.427111052,0,0,1.59481338,0.065642446,1.947997057,0,0.704742333,0.933269073,1.122638495,1.549210545,2.132423,2.094561961,2.099715162,2.173687313,2.081689279,2.013784892,2.229195324,2.094037666,1.958140371,1.701446227,1.930111201,1.758892977,2.152606303,2.056874373,2.207698982,2.079130575,2.189184207,2.13495126,2.26282115,2.257760147
ENSMUSG00000018819,2.254866974,2.247229176,2.419597266,2.245280653,2.120300766,2.222055425,0.173832856,2.329212731,2.299657631,1.488165603,1.238271978,1.568873773,1.103297319,0.046203195,1.570110765,1.624379053,1.833404041,0.134314198,1.162307458,1.586206849,1.609328629,1.28689638,1.804560569,0.107316834,0.129189586,1.640634457,1.308598558,0,0,0,0,0,0,0,0.954064895,0.138697648,0.242619684,0,0,0,1.022650617,0,0,0,0,0,0,0,0
ENSMUSG00000093847,0.870785355,1.021282352,0,0.50924958,0.402321578,0,2.090963077,0,0,1.817239361,1.579449747,1.89852773,1.852397031,1.522630692,1.222550003,2.196891587,2.106377906,1.289510915,1.695780151,2.251204926,2.33038739,2.00508609,2.167645148,2.212107666,2.233726938,2.276473293,1.142936683,0.333689042,2.097538417,0,0,0,0,0.298943854,0,0.315636629,1.467360924,0.532908456,0,0,0,0,0,0.291140986,0,1.602216309,0.245652804,0,0.284075708
ENSMUSG00000029223,2.549307407,2.53515482,2.441772092,2.544230564,2.566834481,2.623058986,0.682938902,2.554762855,2.710455864,2.153247625,2.149237593,1.908556859,1.948974056,2.115740281,2.049357595,2.165713099,2.095943066,2.10283831,2.032687243,2.157526274,2.287904695,2.189223535,2.234160286,2.227950945,2.309887687,2.371826752,2.092313522,2.036844392,2.322231703,1.032028154,1.131050567,0.345597193,0.122539594,0,1.691466084,1.258486427,1.566304296,0.337914283,1.597464817,0.990454296,0.431984201,0,1.30202556,0,0.113190703,0.244558393,1.551707327,0.123652081,0
ENSMUSG00000030560,0.667836644,0,0,0,0,0,0.021896251,0,0,2.300384589,2.230139696,2.109592045,2.166714222,2.26964368,2.272366159,1.919686202,1.998600623,2.281776262,2.248198943,2.242496705,2.14505027,2.155791352,2.195885821,2.182269102,2.292754338,2.271476832,2.242983448,2.231219748,2.488632492,2.503391602,2.455784053,2.437077995,2.495898012,2.527181199,2.539881182,2.538312274,2.535323241,2.496490983,2.254369199,2.53121954,2.46211037,2.399588931,2.398629121,2.389424811,2.437531775,2.540335733,2.440688732,2.373029762,2.485752649
ENSMUSG00000094796,1.473965525,1.746963297,1.861000624,1.412285786,1.668320674,1.377087591,0,1.434207906,1.100049876,1.337608992,0,1.3397177,1.347648056,1.312513741,1.526517612,2.05503795,1.949108356,1.917367375,1.91351292,2.193667127,2.199168044,1.937572552,2.161505757,2.165959151,1.732584325,2.188208279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.602008959,0
ENSMUSG00000065939,0,0,0,0,0,0,1.799916469,0,0,2.203853896,2.029858401,0,0,1.794471316,1.762958252,0,1.734795831,0,1.827014972,0,2.571050488,0,0,2.132439007,0,1.845480051,0,0,0,0,0,0,0,0,0,0,2.302120875,0,0,0,0,2.535481472,0,0,0,0,0,0,0
ENSMUSG00000030825,0,0,0,0,0,0,0,0,0,2.009506135,2.152853782,1.795987709,1.862397363,1.840605998,2.030453988,1.907242555,1.580463079,1.661618676,1.969325503,1.602348701,0,2.077992549,1.769472595,1.858941829,2.035565809,1.137062796,1.921565272,2.304214698,2.147880287,2.396117364,2.266182289,2.360652098,2.382253047,2.427972714,2.318576668,2.403952265,2.397192379,2.132800619,2.259192365,2.180154559,2.371939273,2.360511999,2.348538501,2.447565766,2.15040948,2.411362083,2.354119969,2.394497209,2.307887368
ENSMUSG00000050234,2.331007985,2.336241531,2.260457786,2.315117704,2.422110308,2.397512453,0.295862979,2.286974888,2.349652394,0,0,0,0,0.586812269,0.484376724,0.043234526,1.180034073,0,0,1.618822856,1.754141844,0,0,0,0,0,0.036067822,0,0,0,0,0,0,0,0,0,0,0.269737272,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028862,2.456097173,2.407844509,2.327657218,2.405167004,2.492809262,2.537603783,1.863039584,2.443140898,2.538660433,1.734973353,1.397555923,0.527154107,1.351844602,1.338942313,1.135193098,1.723693689,1.738119897,1.6838644,1.592526496,1.995357421,2.252753544,1.780801033,1.084540532,0.71740835,0.366159499,1.789809784,1.223659452,0.074399127,1.567011066,0.111357967,0.156017921,0.090887341,0.918987038,0,0,0,0,1.372468281,0.210097704,0.317854489,0.548278834,0,0,0,0,1.19531836,0.098602544,0.191951813,1.072687281
ENSMUSG00000070737,2.198189557,2.189507157,2.186863141,2.224292153,2.311030848,2.265784468,0.279364612,2.271011706,2.291215621,1.2706113,1.680118765,1.157257255,1.266163465,1.453944862,1.57078337,1.705773082,1.503994849,1.712815476,1.55974149,1.768010992,1.878924882,0.053922,1.903630347,0,0,0.659048646,0.026041944,0,0,0,0,0,0,0.175180603,0.157012878,1.204339789,0.070655419,1.549861188,1.908822672,0.082317803,0.07823599,0.188206871,0,0,0.493689427,0.085385848,1.609252815,0.074517669,0
ENSMUSG00000027938,2.317237809,2.295263537,2.161457847,2.289733842,2.353504619,2.358960323,1.888131174,2.361807135,2.456607409,1.07449828,1.434671079,1.146121831,0.27296699,0.403460271,1.380845933,1.631041759,1.319403819,1.645163777,1.340745438,1.814275571,1.497066554,1.816880668,1.80621933,1.693901862,0.828893734,0,1.584958462,0.043368959,1.409681261,1.089417581,0.056438306,0.474300783,0,0.060011869,0.16345985,0.120662426,1.241307354,0,0,0,0,0,0,0,0,0,0,0,0.053793863
ENSMUSG00000076937,1.989208575,2.15350084,2.253665057,2.191674532,2.240684008,2.112259707,0.426873835,2.143205348,2.349763044,0,0,0,0,1.101420543,0.126688778,1.278213826,0,1.48868747,1.099487271,0,1.722759751,1.308683908,0,1.808620759,1.859269827,0,0,0,1.635125708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.033664963,0,0,0,0,0,0,0,0,0,2.974712444,2.920626753,0,0,0,0,0,0,0,0,0,0,0,0,2.418591277,3.242009415,0,0
ENSMUSG00000064604,0,0,0,0,0,0,2.845605248,0,0,0,0,0,0,0,0.004306943,0,0,4.22E-11,0,0,0,0,1.858795772,0,0,0,0,0,0,0,0,0,0,0,0,1.662363956,9.64E-17,0,0,0,0,0,2.715363959,2.625801015,0,2.824632107,2.865355117,0,0.117050114
ENSMUSG00000064451,0,0,0.942982756,0,0,0,2.094624834,0,0,1.406960646,0.963519615,1.862295402,1.874297972,1.032895042,1.915038741,2.14862733,1.232121562,1.989191211,1.630545841,1.545658369,0,0.904088259,0,1.811641351,0,0,1.669972013,1.902808147,0,0,0,1.567392243,1.828046038,0,0,0,1.076407398,1.863876381,1.6262192,2.010333885,2.440296547,0,2.239547219,0,0,1.822743922,1.318004868,2.164962225,0
ENSMUSG00000051855,2.428733966,2.26861307,2.352489311,2.331589241,2.363136063,2.415030137,0.210596989,2.418516728,2.494616482,1.68354322,1.831949718,1.541656611,1.240077258,1.259615378,0.934363092,1.721065,1.739815133,1.386709374,1.967175297,0.081758361,1.059559632,1.947306258,0.89240963,4.34E-07,1.146998853,1.546088391,1.499732434,0,1.631356495,0.532170682,0.764504159,0.668521962,1.3415552,0,3.86E-15,0,0,0.039664589,0.393424271,0,0,0,0,9.12E-06,0.673674162,0,0,0.593069974,0
ENSMUSG00000039883,2.353508468,2.288448213,2.071940891,2.292278229,2.38536672,2.411232372,1.8811272,2.368221782,2.465562779,1.600012905,1.491308454,1.189147684,1.178170885,0.648066153,1.56136379,1.660833237,1.617054887,0.075062033,1.460991003,1.525271618,1.819716303,1.448446593,1.413153857,1.814643742,1.570193729,0.343849558,1.526450422,1.055275098,1.672710059,0.052399568,0,0.146611385,0.122472118,0.113481753,0.089533154,0.044435878,0.622859284,0.176573926,0.050577329,0.044897083,0,0.041122944,0.050035433,0.042865208,0,0.131392798,0.037686996,0.042494788,0
ENSMUSG00000029736,2.254376452,2.335441853,2.16600953,2.294646961,2.403271554,2.445893636,0.236983922,2.362050605,2.451640623,1.697730498,1.320164987,0.754034735,0.112440434,0.038863545,1.14969319,0.825938659,1.644101659,1.414103889,1.623428142,1.412801465,1.801160766,1.629385131,0.143425467,0.980119774,1.27379964,0.397950432,0,1.463352396,0.171215821,0,0.066895168,0,0.810796868,1.247465065,0.486023624,0,0,1.607489336,0,0.045588561,0,0,0,0,0,0,0,0.077028696,0
ENSMUSG00000088208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.090980688,2.426990835,0,2.329865486,0,2.594377079,2.747427346,0,0,0,0,0,0,2.355175568,0,0,2.058422228,2.433947354,0,0
ENSMUSG00000063065,2.335550166,2.333672928,2.318196943,2.313048458,2.356039249,2.476412777,0.600116524,2.241028206,2.436941451,1.87370008,1.833653175,1.790453359,1.617379921,1.453957078,1.622795112,1.536489,1.968403554,1.985818824,2.075295071,1.918830526,2.288881645,1.990327309,2.067290367,1.10007747,0.047837333,1.907017199,1.812489546,1.214616049,0.788372032,0,0.081301931,0,0.574140117,0,0,0,0,0.84999093,0.63444704,1.418616124,0.664029584,0,0,0,0,0.538773493,0.696397457,1.645736577,0.560780317
ENSMUSG00000060416,2.311584347,2.296502848,2.17913798,2.300621567,2.390924514,2.37607851,2.204578464,2.350908651,2.49501398,1.586097604,1.756988877,1.473086797,1.603795867,1.642657387,1.437653866,2.069590405,1.972396792,1.695622624,1.693527339,2.16700997,2.165143385,1.973027585,2.096162383,1.993451662,1.990756962,1.797534131,1.638865482,1.697141254,1.762411454,0,0,0,0,0.699176679,0.090498595,0.719066817,0.282335434,0.324798773,0,0.692512921,0.991268617,0.392776069,0,1.39949893,0.811464408,0,0,0,0
ENSMUSG00000029641,0.447525475,0,0,0,0,0,0,0,0,0,0,0,0,1.381358795,0,0,0.977312431,0,0,0,0,1.638086724,0,0,0.921023345,0,0,0,1.444213482,1.977269416,1.880026578,1.802420675,1.851865936,0.578908412,1.869811175,2.21670942,2.005913731,1.705323073,2.047294342,2.002966068,1.833111398,1.815305399,1.680214003,1.916285462,1.649315383,2.087816898,0.217437091,1.847880381,1.773315338
ENSMUSG00000066030,2.385332743,2.447150276,2.325384288,2.452625057,2.482853583,2.474281841,2.160528554,2.454062426,2.539373476,1.801483289,1.738178628,1.750756713,0.907646719,1.676599426,1.28226175,1.995068048,1.950874802,1.067048527,1.68344781,1.910821233,2.310098272,1.831827558,2.049404109,2.065609588,1.990675769,1.838285401,1.517413651,2.00420612,1.976835365,0,0.071870966,0,0.812897989,0.134833474,0.465971427,1.302982098,1.404672964,0.271549346,1.517641844,0.495093159,0,0,0.042466039,0,0,1.665850114,0.123207232,0,1.364412149
ENSMUSG00000065658,0,0,0,0,0,0,0,0,0,2.733277534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.510511499,0,2.354010424,2.855859432,0,0,0,0,0,0,0,0,0,0,0,2.965172528,0,0,0,0,2.68120052
ENSMUSG00000086204,1.841407027,2.041893809,1.940924689,1.969673524,2.055932315,2.057890419,1.629604274,1.936618282,1.954780701,1.723285697,1.58295718,1.171711831,1.398419205,1.824577474,1.592823829,1.901676231,1.832943628,1.293512819,1.554745905,1.408462145,2.054003696,1.980225237,2.106992768,1.850584364,2.032231833,1.694746431,1.763012969,1.367888677,2.130301597,0,0,0,0,0,0.164433758,1.191839302,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074369,2.48206138,2.492538297,2.250144211,2.473069263,2.571790327,2.657165847,2.143813916,2.538897826,2.804192608,1.212144972,1.153525238,1.544489726,1.40803125,1.142695992,1.32678631,1.683719584,1.598603403,1.733802928,1.162092221,1.747269609,1.970734035,1.793160131,1.983276185,1.975856704,1.980063396,2.02025767,1.78677413,1.457618516,1.700407742,0.168796731,0.341157437,1.123211156,0.436676179,0,0,0,0,1.70354586,0.310880157,0.245021588,0.495143158,1.332088864,0.355928273,0,0,0,1.403149702,0.306905167,0
ENSMUSG00000031762,0.673543406,0,0,0,0.963281485,0,2.445860968,0,0,2.56151639,2.469024833,2.338733318,2.43645367,2.443916676,2.455076422,2.397388974,2.333606453,2.538134945,2.462890418,2.585641178,2.523693152,2.338669604,2.501782028,2.599754292,2.515213956,2.667005352,2.316144448,2.400726172,2.741657324,2.626227416,2.49636636,2.541372031,2.573486611,2.539092416,2.611516199,2.556460507,2.522655461,2.685633375,2.715834604,2.637928805,2.651310003,2.614722198,2.661227555,2.621903998,2.485518424,2.708169259,2.645198186,2.692454732,2.569262688
ENSMUSG00000052025,0,0,0,0,0,0,0,0,0,1.247838295,1.29449268,1.19109035,0,1.439119442,1.341832034,1.464492528,1.07733883,1.913236174,1.840155044,2.046303923,2.209509653,2.097305909,2.027586061,2.204413033,2.003150642,2.157217946,1.987072502,1.843323117,1.814667699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021286,2.363581898,2.359676149,2.244727267,2.363254621,2.426127221,2.448726411,0.23233019,2.432371123,2.475390767,1.457038214,1.540263137,1.63512269,1.171667959,0.208205871,1.153296449,1.544278936,1.567555671,1.12797252,1.285525805,1.584328962,2.094530521,1.888936742,1.344305799,1.964907053,2.103933648,2.07555791,1.844407584,0.597649122,1.569213507,1.075922701,0,0.063572774,0.370383541,0,0,0,0,0.079627978,0.144054611,1.685339494,0.133508571,0,0.079515162,1.495857804,0.16642064,1.044492722,0.914366432,0,0
ENSMUSG00000073294,2.388248666,2.381555472,2.246653658,2.445222666,2.523440793,2.369564638,0.307354816,2.31202918,2.477483016,1.28516334,1.685705023,1.406458423,1.212035708,1.268615409,1.211168615,1.714809064,1.506260081,0.331135644,0.710747608,2.007577098,1.881090652,0.949329006,1.910057425,1.895843928,0.580885078,1.912159326,1.594844291,1.244388464,1.515355824,0,0.04795285,0,0,0,0.159742199,0.86087919,0,0.066970737,0,0.979371252,0.242411717,0.228227325,0.483641491,0.057707554,1.050101223,0,0,0,0
ENSMUSG00000031933,2.306693028,2.240009789,2.329739485,2.35418722,2.248140082,2.325913653,0.144638024,2.321631566,2.346466424,0,0,0,0.055759319,1.16757429,0.155414082,1.625152906,1.208975833,0,1.172164914,0.310635969,0.162495105,0,0.177997098,0,0,0.094392508,0.519789942,1.680359086,1.599319652,0.639406795,0,0.947038462,0,0,0,0.132523517,0,0,0,0,0.078389385,0,0.827576677,0,0,0.088660825,1.621507591,1.493477569,0.073654576
ENSMUSG00000060371,2.327597986,2.240551744,2.220155178,2.25789207,2.247730288,2.198142776,1.386616664,2.327649048,2.0952984,0.864870471,0.180118417,0,0.898369155,1.410260833,0.246926018,0.049719498,1.315838149,1.270599655,0.693466646,1.736610808,1.227709353,0.03052508,0,2.135263079,0.100360549,0,1.359746339,0,0,0,0.044033049,0,0,0,0,0,0,0,0.109375019,0,0,1.126319766,0,0,0,0,0,0,0
ENSMUSG00000086311,2.256243755,2.152104801,2.343853493,2.280924211,2.322925999,2.257767344,0.500188431,2.25525079,2.196822584,1.566995764,0.202528094,1.370083579,0,1.57761242,1.214944466,1.401079872,1.278961555,0.492911179,0.394540982,0,1.875937075,0.295738585,0.221404326,0,1.788173322,0,0,0.411936053,1.842345838,0,0.385642017,1.301889049,0,0,0,0.257504822,0,0,0,0,0,0,0,0,0,0.27754206,0.229422007,1.563402763,0
ENSMUSG00000055933,2.516155779,2.542387178,2.374205597,2.546305711,2.607087057,2.703258697,1.834019289,2.597098169,2.847056628,1.987656435,2.062476688,1.872982686,1.792122624,1.80488398,1.857544766,2.081422925,2.03827036,1.86993834,2.007141561,2.313388389,2.281390206,2.133398379,2.274538845,2.280403069,2.261379458,2.364524731,2.002986772,1.929198146,2.293238769,0,1.18864167,1.303308398,0.188115917,1.459968149,0,0.680858347,0,1.672111718,0,1.592585313,0.287062801,0,0,0.166675168,1.474428987,0.200097214,1.503994849,1.545752318,0.877222716
ENSMUSG00000066772,0,0,0,0.157510258,0.735578941,0,0,0,0,1.890673027,1.856525286,1.794370918,1.959209828,1.698390269,1.83010214,1.947742422,1.861678953,1.847569575,1.774552,2.14620248,2.028339404,1.984985219,2.116152625,2.090423836,1.882411823,2.005686608,1.717747039,1.729815743,2.11598973,0,0.072585877,0,0.083295098,1.143517541,0.58130439,0.237954967,0.32463222,1.415200458,0.59739239,0.350331379,0.445686696,0,0,0,0,0,0.063969508,0,0.200576927
ENSMUSG00000020829,0.83802693,0,0,0,0,0,0,0,0,1.124686773,0.82245577,0.750492195,1.497794609,0.815924249,1.29751321,1.758505402,1.668975449,1.529795963,1.832515938,0,0,0.031650269,0,0,0.144850574,0.1672349,1.336567794,0.093162783,0.32277938,2.134741133,1.957579993,1.767204861,2.013132276,1.997531416,2.148176788,2.039687698,1.899684285,1.450386151,1.395218024,1.125351121,1.736394909,2.229195324,2.311045702,2.105370507,2.088004894,2.242101445,2.18813225,2.179212725,2.272352241
ENSMUSG00000040413,0.3617014,0.221620772,0,0,0,0,0,0,0,2.149074324,2.12779782,1.983263998,2.176259154,2.210412165,2.218929185,2.091015907,1.953900247,2.205864509,2.173075495,2.147076243,2.203489799,2.122739993,2.266405756,2.371725274,2.336675827,2.374466054,2.101554622,2.221625465,2.48459449,2.463936267,2.338619821,2.390058572,2.401889708,2.414379964,2.435341006,2.397625466,2.408358701,2.420023447,2.413274611,2.427966229,2.417393629,2.40892649,2.455688248,2.455913281,2.390224826,2.487717991,2.396966098,2.433449794,2.396835497
ENSMUSG00000001103,2.171483649,2.072812167,2.087046327,2.072856236,2.021598584,2.177155423,1.782795717,2.147512467,2.110939698,1.77200761,1.75393755,1.360653991,1.394798278,1.597941874,0.091828689,1.996027199,1.87160037,1.856663651,1.817698876,1.894540353,2.015120744,1.891785475,1.171082577,1.63136157,0.057372038,1.798549137,1.519436821,1.502500862,0.872871541,0.38084774,0,0,0.459297475,0.057685879,0,0.476128482,0.243692471,0,0,0,1.532776029,0,0,0,0.056264366,0,0,0,0
ENSMUSG00000064858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003196941,2.177025434,0,0,0,1.941993659,0,0,0,0,0,0,0,0,0,0,0,2.291466534,0,2.346505538,2.35779768,0,0,0,0,0,0,0,0,0,0,0.890268402,0,2.93652078,2.386998073,2.405276335
ENSMUSG00000077711,0,0,0,0,0,0,0,0,0,2.67281616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23910419,0,0,0,0,0,2.723559102,0,2.6463047,0,0,0,0,0,0,2.838292334,2.873968943
ENSMUSG00000096243,0,0,1.551514649,0,0,0,2.173486382,0,0,0,0,0,0,1.656186394,0,1.603889939,0,0,0,2.143679792,2.163003258,1.806080889,0,2.197669181,1.65885435,2.438064283,1.782714071,0,0,0,0,0,0,0,0,0,1.657230875,0,0,0,0,2.166655048,0,0,0,1.762005223,0,0,0
ENSMUSG00000004359,0.056302517,0.060279205,0.096297052,0.792621385,0,0,0.042793196,0.195810848,0,2.119067742,2.128386343,2.017171122,2.198368378,2.304423741,2.359497777,2.066419112,2.118549091,2.12776546,2.123191534,2.047882065,2.223321981,2.178571225,2.286240841,2.110384298,2.430155712,2.439575831,2.144502598,2.37507074,2.624144874,2.546362493,2.429178762,2.514251481,2.507872056,2.407757902,2.456036391,2.519961804,2.42472487,2.506718745,2.520132287,2.505171693,2.450592404,2.475896266,2.4761575,2.422414183,2.379049762,2.580071507,2.434227082,2.513265556,2.484802191
ENSMUSG00000045291,2.661245556,2.67689471,2.418529982,2.660477474,2.773399502,2.867187493,2.278632439,2.760000047,3.013902679,1.988477352,2.066631502,1.76828949,1.854507653,1.514014851,1.919917092,2.014209617,1.83740976,1.924359933,1.991730982,2.185134015,2.057924626,1.998646804,2.181686413,2.120392937,2.063254526,2.175369731,1.783214447,1.944278308,1.679414268,1.163686029,0.087053436,1.179701126,0.180350136,0.981525507,1.473694214,1.260865278,1.654618315,0,0,0,1.407676374,0.870077184,0,0.23639642,1.546587078,0.187425955,1.553073126,0.491580187,0
ENSMUSG00000075002,2.244979343,2.309167951,2.146059784,2.241529049,2.29291145,2.314505543,0,2.234312236,2.290597715,0.254942557,0.109932385,0.726883625,0,0,0,1.186023493,1.327365066,0.664599672,0.128410578,1.232780179,0.11677771,1.790533563,1.086285069,0,0.816928334,2.007222724,0,0,0.514129194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032788,0,0,0,0,0,0.328774978,0.096821408,0,0.099698247,2.300834519,2.279317817,2.089735598,2.21544456,2.290993454,2.254071711,2.036345394,2.031856667,2.278730743,2.196073888,2.274993293,2.27074869,2.127746043,2.222162197,2.333144876,2.057418843,2.384974926,2.128870791,2.295144694,2.536558443,2.425881322,2.302776685,2.338315026,2.360100909,2.319280992,2.364759182,2.371625619,2.292437728,2.401236788,2.330772831,2.407562549,2.402003309,2.334055465,2.349974559,2.319520368,2.328216458,2.455379399,2.38327126,2.372740828,2.36696432
ENSMUSG00000074059,2.315081966,2.349110384,2.163620482,2.309374625,2.419455113,2.509371904,1.235659725,2.370550096,2.548179284,1.389724104,0,0.225405436,1.355079711,1.184364878,1.362146822,1.554124369,1.544785898,1.430681225,0.989955014,1.159528093,1.85334528,1.431635515,1.956799236,1.67854114,1.791603641,1.662627524,1.407380706,1.094966982,1.592044561,0,0,0,0,0,0,0,0,0.06089757,1.209340726,0,0,0,0,0,0.402479765,1.404635332,0.993078065,0,1.351993318
ENSMUSG00000020282,2.312403757,2.21911278,2.269120501,2.359761513,2.316637011,2.320002883,0.040515275,2.259546099,2.226200222,1.014476015,0,0,0.733935981,0.034565574,0.477631974,0.032025734,0.786935887,1.557931665,1.172050957,0,0,0,0.039816855,0,0,0,0,0,0,1.126637843,0,1.410206795,0.182839038,1.402900743,0,0,0,0,0,0,0,0.158076789,0,0,1.545832654,0,0,0,1.213305206
